,id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
571,572,3,0,5,81,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,28,46,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1435,1436,2,0,5,50,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,12,31,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,-1,-1,1
5352,5353,2,1,5,102,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,23,72,0,0,0,0,0.1965811966,1.0,0,1,0,0,0,0.0170940171,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1,0
5445,5446,1,0,5,95,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,17,71,0,0,0,0,0.306122449,0.1333333333,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,0
1007,1008,2,0,5,78,0,0,0,0,0,0,0,0,0,23,1,1,0,0,1,0,14,57,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
4543,4544,6,1,3,101,0,0,0,0,0,2,0,0,0,13,1,1,0,0,1,0,18,76,0,0,0,0,0.0,0.1428571429,1,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,0,1,1,1
8816,8817,1,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,0,0,0,0.1304347826,0.1724137931,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2064,2065,3,1,2,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,15,0,0,0,0,0.5,0.0625,1,1,0,0,0,0.5,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
1136,1137,1,0,3,37,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,8,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
5343,5344,2,1,3,94,11,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,19,68,0,0,0,0,0.4456521739,0.4871794872,0,1,1,0,1,0.0,0,0,0,0,0,1,0,0,1,-1,-1,-1,0,0,0
294,295,1,0,4,59,0,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,12,40,0,0,0,0,0.0,0.125,0,1,1,0,0,0.9230769231,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2403,2404,2,0,3,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,26,0,0,0,0,0.8666666667,0.1052631579,0,1,0,0,0,0.1333333333,0,0,1,0,1,0,0,0,1,1,1,1,0,-1,1
3998,3999,2,0,5,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,38,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
3741,3742,4,1,2,71,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,28,36,0,0,0,0,0.2,0.0,0,1,0,0,0,0.8,0,0,0,0,1,0,0,0,1,0,1,1,0,-1,1
9222,9223,3,1,4,48,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,14,27,0,0,0,0,0.0381679389,0.0,0,1,0,0,0,0.0076335878,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
2719,2720,4,0,3,51,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,18,19,6,0,0,0,0.0,0.6428571429,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,1
9199,9200,2,1,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,6,0,0,0,0,0.1652173913,0.2285714286,0,1,1,0,0,0.0086956522,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
5150,5151,3,1,1,112,0,0,0,0,1,1,3,2,0,9,1,0,0,0,1,0,16,7,81,0,0,0,0.1238938053,0.0681818182,0,1,1,0,1,0.0,0,0,0,0,1,0,0,0,1,-1,1,-1,0,1,0
2808,2809,4,1,2,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,17,0,0,1,0,0.0,1.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
556,557,3,1,1,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,9,0,0,0,0,0.0,1.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1
8925,8926,1,0,0,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0.0714285714,0.7,1,0,0,0,0,0.1428571429,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0
4795,4796,2,0,6,172,0,0,0,0,3,0,2,1,0,39,1,1,0,0,1,0,10,88,66,0,2,0,0.0,0.25,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
2469,2470,2,0,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,29,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3738,3739,3,1,3,52,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,30,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
4286,4287,2,1,4,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,48,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2604,2605,4,0,4,62,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,12,43,0,0,0,0,0.9230769231,1.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
362,363,2,0,2,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,17,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6924,6925,2,1,2,85,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,60,0,0,0,0,0.3623188406,0.3684210526,0,1,1,0,0,0.0289855072,0,0,0,0,0,1,0,0,1,-1,1,1,0,0,0
1704,1705,1,0,2,33,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,7,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
2139,2140,3,0,3,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,35,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
3239,3240,2,1,3,57,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,14,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2383,2384,3,0,2,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,31,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,1,0,1,1,-1,0,1,-1,1
7314,7315,1,0,4,70,4,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,16,47,0,0,0,0,0.0862068966,0.5,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4311,4312,1,0,8,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,37,0,0,0,0,0.0666666667,0.0769230769,0,1,1,0,0,0.8666666667,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1312,1313,3,1,5,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,42,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3930,3931,3,0,5,71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,38,0,0,0,0,0.4814814815,0.0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
6183,6184,1,0,2,104,14,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,11,86,0,0,0,0,0.4210526316,1.0,1,0,0,0,0,0.1578947368,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,0,0
1591,1592,2,0,4,80,1,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,22,51,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
9387,9388,2,1,3,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,11,0,0,0,0,0.0909090909,0.1052631579,0,1,0,0,0,0.0113636364,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2162,2163,4,1,2,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,31,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,1,0,1,0,-1,0,1,-1,1
2396,2397,3,1,4,83,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,10,37,28,0,0,0,0.0405405405,0.1785714286,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1
317,318,2,1,2,58,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,17,34,0,0,0,0,0.6,1.0,0,1,0,0,0,0.4,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
5233,5234,2,1,3,138,15,0,0,0,2,0,0,0,0,17,1,1,0,0,1,0,18,113,0,0,0,0,0.119047619,0.5909090909,0,0,0,0,0,0.0476190476,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
5068,5069,2,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0.0891719745,0.9913793103,0,0,0,0,0,0.1210191083,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0
4036,4037,4,1,2,57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,17,33,0,0,1,0,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
3020,3021,2,1,3,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,14,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8228,8229,2,0,2,60,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,42,0,0,0,0,0.1875,0.4210526316,0,1,1,0,0,0.0416666667,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
5295,5296,1,0,5,73,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,15,51,0,0,0,0,0.1910828025,0.7142857143,0,1,0,0,0,0.0063694268,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0
3972,3973,3,0,5,72,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,50,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
5370,5371,2,1,7,87,3,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,19,61,0,0,0,0,0.0444444444,0.7865168539,0,1,1,0,0,0.0177777778,0,0,0,0,1,1,0,0,1,-1,0,1,0,1,0
4133,4134,2,0,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,19,0,0,0,0,0.0,0.0714285714,1,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
974,975,1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,6,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7291,7292,2,1,2,100,9,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,16,77,0,0,0,1,0.0912863071,0.90625,1,0,0,0,0,0.0414937759,0,0,0,1,0,1,0,0,1,-1,-1,1,-1,1,0
954,955,2,0,1,32,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
9306,9307,2,1,4,46,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,16,23,0,0,0,0,0.0727272727,0.7857142857,0,0,0,0,0,0.1454545455,0,0,0,0,1,1,0,0,1,1,-1,1,0,1,0
5016,5017,1,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1.0,0.5,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,0
9730,9731,3,1,1,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,0,0,0.0140350877,0.1509433962,0,1,0,0,0,0.0210526316,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
7490,7491,2,1,5,99,7,0,0,0,0,0,0,0,0,14,1,1,0,0,1,0,20,72,0,0,0,0,0.0707070707,0.5294117647,0,0,0,0,0,0.0101010101,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,0
1640,1641,2,0,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,23,0,0,0,0,0.0,0.25,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
1290,1291,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,20,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
1380,1381,3,1,4,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,29,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1,1
1933,1934,1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,4,0,0,0,0,0.9333333333,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
4675,4676,2,0,5,92,2,0,0,0,0,4,0,0,0,8,1,1,0,0,1,0,24,61,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
892,893,2,0,6,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,40,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
7287,7288,1,0,3,81,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,58,0,0,0,0,0.0580645161,0.3,0,1,0,0,0,0.4935483871,0,0,0,0,0,1,0,0,1,-1,0,1,0,0,0
4876,4877,2,1,2,48,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,35,5,0,0,0,0,0.0,0.0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
7906,7907,2,1,5,77,6,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,12,58,0,0,0,1,0.0,0.8484848485,1,0,0,0,0,0.037037037,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
8194,8195,2,0,2,94,8,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,66,0,0,0,0,0.2272727273,0.2424242424,0,1,0,0,0,0.0151515152,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
9379,9380,2,1,2,51,2,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,19,25,0,0,0,0,0.1492537313,0.3157894737,0,1,0,0,0,0.0746268657,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
2466,2467,3,1,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,29,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
7657,7658,1,0,3,74,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,53,0,0,0,0,0.0227272727,0.5,0,1,0,0,0,0.0227272727,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
1913,1914,3,1,4,59,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17,35,0,0,0,1,0.8333333333,1.0,1,1,0,1,0,0.1666666667,1,0,0,0,0,0,0,0,1,0,1,0,-1,-1,1
2736,2737,3,1,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,29,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
726,727,2,1,5,81,0,0,0,1,0,0,0,0,0,32,0,1,0,0,0,0,23,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
7214,7215,2,0,3,180,23,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,148,8,0,0,0,0.2,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
8245,8246,4,1,3,74,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,22,45,0,0,0,0,0.1071428571,0.0,0,1,0,0,0,0.1428571429,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1796,1797,4,1,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,18,0,0,1,0,0.0436681223,0.4367816092,0,1,0,0,0,0.9519650655,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
3845,3846,3,0,2,24,0,0,0,0,0,0,0,0,0,10,1,0,1,0,1,0,13,4,0,0,0,0,0.0,0.0322580645,0,1,1,0,0,0.0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
6402,6403,4,1,2,208,0,0,0,0,4,16,3,2,0,38,1,1,0,0,0,0,22,16,162,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
936,937,6,1,3,62,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,15,40,0,0,0,1,0.9230769231,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
2265,2266,4,1,2,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,31,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,1,0,1,0,-1,0,1,-1,1
824,825,1,0,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,16,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7274,7275,2,0,2,73,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,56,0,0,0,0,0.0407725322,0.2017167382,0,1,0,0,0,0.0064377682,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0
1389,1390,2,0,7,85,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,66,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1
3564,3565,3,1,2,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,17,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
5429,5430,1,0,5,71,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,20,44,0,0,0,0,0.0842105263,0.9344262295,1,1,0,1,0,0.0,0,0,0,1,0,1,0,0,1,0,-1,0,0,1,0
7827,7828,1,0,5,102,8,0,0,0,1,0,2,1,0,14,1,1,0,0,1,0,15,53,26,0,0,0,0.171875,1.0,1,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
5690,5691,3,1,3,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,26,0,0,0,0,0.2368421053,0.05,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
7878,7879,1,0,3,74,7,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,13,54,0,0,0,0,0.3625,0.8301886792,1,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0
1868,1869,2,0,3,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,27,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
8202,8203,1,0,4,64,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,45,0,0,0,0,0.0,0.0784313725,0,1,0,0,0,0.0025974026,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
7486,7487,2,1,2,66,2,0,0,0,0,0,2,1,0,13,1,1,0,0,0,0,23,11,24,0,0,0,0.0526315789,0.3548387097,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
806,807,14,0,2,236,0,0,0,0,0,0,6,12,1,77,1,1,0,0,0,0,13,16,174,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
4805,4806,2,0,3,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,25,0,0,1,0,0.0,1.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
9152,9153,1,0,2,49,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,8,34,0,0,0,0,0.1769230769,0.7391304348,0,0,0,0,0,0.0230769231,0,0,0,0,1,0,0,0,1,1,-1,1,0,1,0
7511,7512,3,1,3,82,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,12,29,33,0,0,0,0.0688405797,0.2307692308,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,0
8056,8057,1,0,2,84,7,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,23,54,0,0,0,0,0.4830508475,0.9861111111,0,0,0,0,0,0.0084745763,0,0,0,0,1,1,0,0,1,-1,-1,1,0,0,0
4494,4495,3,0,6,95,1,0,0,0,0,0,0,0,0,14,1,1,0,0,1,0,15,73,0,0,2,0,0.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,1
2632,2633,5,0,4,61,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,39,0,0,0,1,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
8900,8901,1,0,5,59,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,17,35,0,0,0,0,0.1051136364,0.0453074434,0,1,0,0,0,0.0071022727,0,0,0,0,0,1,0,0,1,0,1,1,-1,1,0
8623,8624,1,0,4,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,16,0,0,0,0,0.5384615385,0.4117647059,1,1,0,0,0,0.0384615385,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,0
7832,7833,1,0,5,113,4,0,0,0,2,0,3,2,0,15,1,1,0,0,1,0,20,41,44,0,0,0,0.0889570552,1.0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
4388,4389,5,0,4,97,1,1,0,0,1,0,2,0,0,15,1,0,0,0,1,0,24,29,36,0,0,0,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
145,146,3,1,3,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,28,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1,1
6467,6468,4,1,5,84,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,19,58,0,0,0,0,0.1388888889,0.2222222222,0,1,0,0,0,0.0277777778,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
2033,2034,5,0,5,65,1,0,0,1,0,0,0,0,0,9,1,0,1,0,1,0,12,46,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
9127,9128,6,1,3,50,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,0,14,29,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1165,1166,4,2,2,36,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,14,0,0,0,0,0.0,0.0714285714,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2050,2051,2,0,4,53,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,30,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3760,3761,3,2,4,109,5,4,0,0,0,0,0,0,0,22,1,1,0,1,1,0,57,45,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,0,-1,1,1,1,-1,1
4435,4436,2,0,4,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,24,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3430,3431,2,1,6,50,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,32,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8190,8191,1,0,5,71,5,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,23,41,0,0,0,0,0.1806451613,1.0,1,1,1,0,0,0.0258064516,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
8753,8754,1,0,6,47,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,15,25,0,0,0,0,0.1176470588,0.4666666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
7069,7070,4,2,1,61,1,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,21,18,14,0,0,0,0.3783783784,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4361,4362,2,0,2,49,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,30,0,0,0,0,0.5,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1
1771,1772,7,0,2,98,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,12,3,75,0,0,0,0.0,0.1666666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1,1
3511,3512,3,1,4,120,1,0,0,0,0,0,0,0,0,38,1,1,0,0,0,0,16,97,0,0,3,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
